Белая Холуница (Кировская область),Численность населения 9 872
Питкяранта (Республика Карелия),Численность населения 9 818
Заозёрный (Красноярский край),Численность населения 9 812
Володарск (Нижегородская область),Численность населения 9 792
Судогда (Владимирская область),Численность населения 9 787
Завитинск (Амурская область),Численность населения 9 749
Петухово (Курганская область),Численность населения 9 747
Зуевка (Кировская область),Численность населения 9 725
Нюрба (Республика Саха (Якутия)),Численность населения 9 665
Михайлов (Рязанская область),Численность населения 9 650
Эртиль (Воронежская область),Численность населения 9 634
Тотьма (Вологодская область),Численность населения 9 587
Уржум (Кировская область),Численность населения 9 552
Невельск (Сахалинская область),Численность населения 9 550
Чадан (Республика Тыва),Численность населения 9 529
Вуктыл (Республика Коми),Численность населения 9 522
Суздаль (Владимирская область),Численность населения 9 521
Покровск (Республика Саха (Якутия)),Численность населения 9 462
Кола (Мурманская область),Численность населения 9 431
Луза (Кировская область),Численность населения 9 415
Старый Крым (Республика Крым),Численность населения 9 392
Задонск (Липецкая область),Численность населения 9 366
Рудня (Смоленская область),Численность населения 9 328
Анива (Сахалинская область),Численность населения 9 309
Нолинск (Кировская область),Численность населения 9 293
Микунь (Республика Коми),Численность населения 9 268
Заволжск (Ивановская область),Численность населения 9 238
Таруса (Калужская область),Численность населения 9 194
Заозёрск (Мурманская область),Численность населения 9 154
Окуловка (Новгородская область),Численность населения 9 136
Ивангород (Ленинградская область),Численность населения 9 112
Олёкминск (Республика Саха (Якутия)),Численность населения 9 109
Щучье (Курганская область),Численность населения 9 086
Дорогобуж (Смоленская область),Численность населения 8 993
Верхнеуральск (Челябинская область),Численность населения 8 964
Александровск-Сахалинский (Сахалинская область),Численность населения 8 922
Краснослободск (Республика Мордовия),Численность населения 8 828
Лаишево (Республика Татарстан),Численность населения 8 789
Наволоки (Ивановская область),Численность населения 8 785
Нижние Серги (Свердловская область),Численность населения 8 750
Каргат (Новосибирская область),Численность населения 8 740
Кирс (Кировская область),Численность населения 8 728
Верхняя Тура (Свердловская область),Численность населения 8 717
Кувшиново (Тверская область),Численность населения 8 712
Беломорск (Республика Карелия),Численность населения 8 699
Теберда (Карачаево-Черкесская Республика),Численность населения 8 667
Опочка (Псковская область),Численность населения 8 647
Печоры (Псковская область),Численность населения 8 606
Михайловск (Свердловская область),Численность населения 8 601
Медынь (Калужская область),Численность населения 8 591
Болохово (Тульская область),Численность населения 8 581
Миньяр (Челябинская область),Численность населения 8 514
Харовск (Вологодская область),Численность населения 8 511
Перевоз (Нижегородская область),Численность населения 8 511
Сковородино (Амурская область),Численность населения 8 480
Ельня (Смоленская область),Численность населения 8 453
Серафимович (Волгоградская область),Численность населения 8 433
Сычёвка (Смоленская область),Численность населения 8 431
Верхотурье (Свердловская область),Численность населения 8 430
Углегорск (Сахалинская область),Численность населения 8 405
Пудож (Республика Карелия),Численность населения 8 387
Суоярви (Республика Карелия),Численность населения 8 339
Волчанск (Свердловская область),Численность населения 8 335
Бирюсинск (Иркутская область),Численность населения 8 322
Козловка (Чувашская Республика - Чувашия),Численность населения 8 280
Нея (Костромская область),Численность населения 8 278
Белозерск (Вологодская область),Численность населения 8 271
Облучье (Еврейская автономная область),Численность населения 8 231
Городовиковск (Республика Калмыкия),Численность населения 8 186
Мариинский Посад (Чувашская Республика - Чувашия),Численность населения 8 177
Ветлуга (Нижегородская область),Численность населения 8 136
Устюжна (Вологодская область),Численность населения 8 132
Мамоново (Калининградская область),Численность населения 8 129
Сольцы (Новгородская область),Численность населения 8 120
Алупка (Республика Крым),Численность населения 8 098
Починок (Смоленская область),Численность населения 8 044
Болгар (Республика Татарстан),Численность населения 8 041
Липки (Тульская область),Численность населения 8 016
Ардатов (Республика Мордовия),Численность населения 7 973
Комсомольск (Ивановская область),Численность населения 7 948
Ядрин (Чувашская Республика - Чувашия),Численность населения 7 935
Никольск (Вологодская область),Численность населения 7 906
Костерёво (Владимирская область),Численность населения 7 873
Олонец (Республика Карелия),Численность населения 7 855
Порхов (Псковская область),Численность населения 7 835
Гремячинск (Пермский край),Численность населения 7 775
Новая Ладога (Ленинградская область),Численность населения 7 682
Макушино (Курганская область),Численность населения 7 622
Юрьевец (Ивановская область),Численность населения 7 594
Циолковский (Амурская область),Численность населения 7 538
Белинский (Пензенская область),Численность населения 7 492
Городище (Пензенская область),Численность населения 7 470
Западная Двина (Тверская область),Численность населения 7 451
Бирюч (Белгородская область),Численность населения 7 362
Инсар (Республика Мордовия),Численность населения 7 325
Кириллов (Вологодская область),Численность населения 7 259
Мглин (Брянская область),Численность населения 7 212
Советск (Тульская область),Численность населения 7 175
Дно (Псковская область),Численность населения 7 154
Старица (Тверская область),Численность населения 7 144
Салаир (Кемеровская область),Численность населения 7 049
Полесск (Калининградская область),Численность населения 6 958
Спасск (Пензенская область),Численность населения 6 938
Оханск (Пермский край),Численность населения 6 898
Малмыж (Кировская область),Численность населения 6 879
Лахденпохья (Республика Карелия),Численность населения 6 809
Новосокольники (Псковская область),Численность населения 6 769
Томмот (Республика Саха (Якутия)),Численность населения 6 756
Княгинино (Нижегородская область),Численность населения 6 559
Андреаполь (Тверская область),Численность населения 6 550
Грайворон (Белгородская область),Численность населения 6 526
Велиж (Смоленская область),Численность населения 6 492
Спасск-Рязанский (Рязанская область),Численность населения 6 489
Багратионовск (Калининградская область),Численность населения 6 425
Севск (Брянская область),Численность населения 6 385
Сретенск (Забайкальский край),Численность населения 6 299
Орлов (Кировская область),Численность населения 6 273
Дмитриев (Дмитриев-Льговский) (Курская область),Численность населения 6 159
Макарьев (Костромская область),Численность населения 6 132
Сенгилей (Ульяновская область),Численность населения 6 110
Фатеж (Курская область),Численность населения 6 100
Демидов (Смоленская область),Численность населения 6 050
Зубцов (Тверская область),Численность населения 6 021
Каменногорск (Ленинградская область),Численность населения 5 991
Усолье (Пермский край),Численность населения 5 973
Макаров (Сахалинская область),Численность населения 5 958
Пучеж (Ивановская область),Численность населения 5 865
Солигалич (Костромская область),Численность населения 5 849
Новохопёрск (Воронежская область),Численность населения 5 696
Красавино (Вологодская область),Численность населения 5 690
Шацк (Рязанская область),Численность населения 5 686
Весьегонск (Тверская область),Численность населения 5 669
Алзамай (Иркутская область),Численность населения 5 607
Юхнов (Калужская область),Численность населения 5 603
Пошехонье (Ярославская область),Численность населения 5 573
Мураши (Кировская область),Численность населения 5 568
Курлово (Владимирская область),Численность населения 5 550
Сурск (Пензенская область),Численность населения 5 535
Суджа (Курская область),Численность населения 5 521
Короча (Белгородская область),Численность населения 5 507
Билибино (Чукотский автономный округ),Численность населения 5 506
Гаврилов Посад (Ивановская область),Численность населения 5 445
Мышкин (Ярославская область),Численность населения 5 419
Темников (Республика Мордовия),Численность населения 5 389
Пыталово (Псковская область),Численность населения 5 378
Злынка (Брянская область),Численность населения 5 315
Жиздра (Калужская область),Численность населения 5 239
Приморск (Ленинградская область),Численность населения 5 226
Себеж (Псковская область),Численность населения 5 152
Шиханы (Саратовская область),Численность населения 5 084
Спас-Клепики (Рязанская область),Численность населения 5 051
Верея (Московская область),Численность населения 5 048
Любим (Ярославская область),Численность населения 5 007
Дмитровск (Орловская область),Численность населения 4 880
Красный Холм (Тверская область),Численность населения 4 860
Туран (Республика Тыва),Численность населения 4 853
Чухлома (Костромская область),Численность населения 4 850
Шенкурск (Архангельская область),Численность населения 4 537
Чердынь (Пермский край),Численность населения 4 491
Певек (Чукотский автономный округ),Численность населения 4 890
Кадников (Вологодская область),Численность населения 4 375
Бабушкин (Республика Бурятия),Численность населения 4 316
Мосальск (Калужская область),Численность населения 4 293
Спас-Деменск (Калужская область),Численность населения 4 273
Сусуман (Магаданская область),Численность населения 4 195
Любань (Ленинградская область),Численность населения 4 157
Игарка (Красноярский край),Численность населения 4 089
Правдинск (Калининградская область),Численность населения 4 032
Нестеров (Калининградская область),Численность населения 3 934
Славск (Калининградская область),Численность населения 3 866
Духовщина (Смоленская область),Численность населения 3 846
Томари (Сахалинская область),Численность населения 3 812
Озёрск (Калининградская область),Численность населения 3 809
Ладушкин (Калининградская область),Численность населения 3 802
Пустошка (Псковская область),Численность населения 3 770
Мещовск (Калужская область),Численность населения 3 674
Среднеколымск (Республика Саха (Якутия)),Численность населения 3 394
Холм (Новгородская область),Численность населения 3 267
Чёрмоз (Пермский край),Численность населения 3 123
Мезень (Архангельская область),Численность населения 3 122
Гдов (Псковская область),Численность населения 3 113
Малоархангельск (Орловская область),Численность населения 3 066
Новосиль (Орловская область),Численность населения 3 062
Новоржев (Псковская область),Численность населения 3 047
Краснознаменск (Калининградская область),Численность населения 2 990
Белый (Тверская область),Численность населения 2 978
Северо-Курильск (Сахалинская область),Численность населения 2 701
Кологрив (Костромская область),Численность населения 2 653
Приморск (Калининградская область),Численность населения 1 909
Кедровый (Томская область),Численность населения 1 886
Сольвычегодск (Архангельская область),Численность населения 1 813
Горбатов (Нижегородская область),Численность населения 1 775
Плёс (Ивановская область),Численность населения 1 650
Островной (Мурманская область),Численность населения 1 589
Курильск (Сахалинская область),Численность населения 1 558
Артёмовск (Красноярский край),Численность населения 1 411
Иннополис (Республика Татарстан),Численность населения 1 177
Высоцк (Ленинградская область),Численность населения 1 069
Верхоянск (Республика Саха (Якутия)),Численность населения 1 064
Чекалин (Тульская область),Численность населения 838
